"","Order","Family","Genus","Species","MDD_SciName"
"58","Didelphimorphia","Didelphidae","Marmosa","tyleriana","Marmosa tyleriana"
"59","Didelphimorphia","Didelphidae","Marmosa","waterhousii","Marmosa waterhousii"
"60","Didelphimorphia","Didelphidae","Marmosa","xerophila","Marmosa xerophila"
"61","Didelphimorphia","Didelphidae","Marmosa","zeledoni","Marmosa zeledoni"
"62","Didelphimorphia","Didelphidae","Monodelphis","adusta","Monodelphis adusta"
"63","Didelphimorphia","Didelphidae","Monodelphis","americana","Monodelphis americana"
"64","Didelphimorphia","Didelphidae","Monodelphis","arlindoi","Monodelphis arlindoi"
"65","Didelphimorphia","Didelphidae","Monodelphis","brevicaudata","Monodelphis brevicaudata"
"66","Didelphimorphia","Didelphidae","Monodelphis","dimidiata","Monodelphis dimidiata"
"67","Didelphimorphia","Didelphidae","Monodelphis","domestica","Monodelphis domestica"
"68","Didelphimorphia","Didelphidae","Monodelphis","emiliae","Monodelphis emiliae"
"69","Didelphimorphia","Didelphidae","Monodelphis","gardneri","Monodelphis gardneri"
"70","Didelphimorphia","Didelphidae","Monodelphis","glirina","Monodelphis glirina"
"71","Didelphimorphia","Didelphidae","Monodelphis","handleyi","Monodelphis handleyi"
"72","Didelphimorphia","Didelphidae","Monodelphis","iheringi","Monodelphis iheringi"
"73","Didelphimorphia","Didelphidae","Monodelphis","kunsi","Monodelphis kunsi"
"74","Didelphimorphia","Didelphidae","Monodelphis","osgoodi","Monodelphis osgoodi"
"75","Didelphimorphia","Didelphidae","Monodelphis","palliolata","Monodelphis palliolata"
"76","Didelphimorphia","Didelphidae","Monodelphis","peruviana","Monodelphis peruviana"
"77","Didelphimorphia","Didelphidae","Monodelphis","pinocchio","Monodelphis pinocchio"
"78","Didelphimorphia","Didelphidae","Monodelphis","reigi","Monodelphis reigi"
"79","Didelphimorphia","Didelphidae","Monodelphis","ronaldi","Monodelphis ronaldi"
"80","Didelphimorphia","Didelphidae","Monodelphis","saci","Monodelphis saci"
"81","Didelphimorphia","Didelphidae","Monodelphis","sanctaerosae","Monodelphis sanctaerosae"
"82","Didelphimorphia","Didelphidae","Monodelphis","scalops","Monodelphis scalops"
"83","Didelphimorphia","Didelphidae","Monodelphis","touan","Monodelphis touan"
"84","Didelphimorphia","Didelphidae","Monodelphis","unistriata","Monodelphis unistriata"
"85","Didelphimorphia","Didelphidae","Monodelphis","vossi","Monodelphis vossi"
"86","Didelphimorphia","Didelphidae","Tlacuatzin","balsasensis","Tlacuatzin balsasensis"
"87","Didelphimorphia","Didelphidae","Tlacuatzin","canescens","Tlacuatzin canescens"
"88","Didelphimorphia","Didelphidae","Tlacuatzin","gaumeri","Tlacuatzin gaumeri"
"89","Didelphimorphia","Didelphidae","Tlacuatzin","insularis","Tlacuatzin insularis"
"90","Didelphimorphia","Didelphidae","Tlacuatzin","sinaloae","Tlacuatzin sinaloae"
"91","Didelphimorphia","Didelphidae","Metachirus","myosuros","Metachirus myosuros"
"92","Didelphimorphia","Didelphidae","Metachirus","nudicaudatus","Metachirus nudicaudatus"
"93","Didelphimorphia","Didelphidae","Chacodelphys","formosa","Chacodelphys formosa"
"94","Didelphimorphia","Didelphidae","Cryptonanus","agricolai","Cryptonanus agricolai"
"95","Didelphimorphia","Didelphidae","Cryptonanus","chacoensis","Cryptonanus chacoensis"
"96","Didelphimorphia","Didelphidae","Cryptonanus","guahybae","Cryptonanus guahybae"
"97","Didelphimorphia","Didelphidae","Cryptonanus","unduaviensis","Cryptonanus unduaviensis"
"98","Didelphimorphia","Didelphidae","Gracilinanus","aceramarcae","Gracilinanus aceramarcae"
"99","Didelphimorphia","Didelphidae","Gracilinanus","agilis","Gracilinanus agilis"
"100","Didelphimorphia","Didelphidae","Gracilinanus","dryas","Gracilinanus dryas"
"101","Didelphimorphia","Didelphidae","Gracilinanus","emiliae","Gracilinanus emiliae"
"102","Didelphimorphia","Didelphidae","Gracilinanus","marica","Gracilinanus marica"
"103","Didelphimorphia","Didelphidae","Gracilinanus","microtarsus","Gracilinanus microtarsus"
"104","Didelphimorphia","Didelphidae","Gracilinanus","peruanus","Gracilinanus peruanus"
"105","Didelphimorphia","Didelphidae","Lestodelphys","halli","Lestodelphys halli"
"106","Didelphimorphia","Didelphidae","Marmosops","bishopi","Marmosops bishopi"
"107","Didelphimorphia","Didelphidae","Marmosops","carri","Marmosops carri"
"108","Didelphimorphia","Didelphidae","Marmosops","caucae","Marmosops caucae"
"109","Didelphimorphia","Didelphidae","Marmosops","chucha","Marmosops chucha"
"110","Didelphimorphia","Didelphidae","Marmosops","creightoni","Marmosops creightoni"
"111","Didelphimorphia","Didelphidae","Marmosops","fuscatus","Marmosops fuscatus"
"112","Didelphimorphia","Didelphidae","Marmosops","handleyi","Marmosops handleyi"
"113","Didelphimorphia","Didelphidae","Marmosops","incanus","Marmosops incanus"
"114","Didelphimorphia","Didelphidae","Marmosops","invictus","Marmosops invictus"
"115","Didelphimorphia","Didelphidae","Marmosops","juninensis","Marmosops juninensis"
"116","Didelphimorphia","Didelphidae","Marmosops","magdalenae","Marmosops magdalenae"
"117","Didelphimorphia","Didelphidae","Marmosops","marina","Marmosops marina"
"118","Didelphimorphia","Didelphidae","Marmosops","noctivagus","Marmosops noctivagus"
"119","Didelphimorphia","Didelphidae","Marmosops","ocellatus","Marmosops ocellatus"
"120","Didelphimorphia","Didelphidae","Marmosops","ojastii","Marmosops ojastii"
"121","Didelphimorphia","Didelphidae","Marmosops","pakaraimae","Marmosops pakaraimae"
"122","Didelphimorphia","Didelphidae","Marmosops","parvidens","Marmosops parvidens"
"123","Didelphimorphia","Didelphidae","Marmosops","paulensis","Marmosops paulensis"
"124","Didelphimorphia","Didelphidae","Marmosops","pinheiroi","Marmosops pinheiroi"
"125","Didelphimorphia","Didelphidae","Marmosops","soinii","Marmosops soinii"
"126","Didelphimorphia","Didelphidae","Marmosops","woodalli","Marmosops woodalli"
"127","Didelphimorphia","Didelphidae","Thylamys","elegans","Thylamys elegans"
"128","Didelphimorphia","Didelphidae","Thylamys","karimii","Thylamys karimii"
"129","Didelphimorphia","Didelphidae","Thylamys","macrurus","Thylamys macrurus"
"130","Didelphimorphia","Didelphidae","Thylamys","pallidior","Thylamys pallidior"
"131","Didelphimorphia","Didelphidae","Thylamys","pusillus","Thylamys pusillus"
"132","Didelphimorphia","Didelphidae","Thylamys","sponsorius","Thylamys sponsorius"
"133","Didelphimorphia","Didelphidae","Thylamys","tatei","Thylamys tatei"
"134","Didelphimorphia","Didelphidae","Thylamys","velutinus","Thylamys velutinus"
"135","Didelphimorphia","Didelphidae","Thylamys","venustus","Thylamys venustus"
"136","Didelphimorphia","Didelphidae","Glironia","venusta","Glironia venusta"
"137","Didelphimorphia","Didelphidae","Hyladelphys","kalinowskii","Hyladelphys kalinowskii"
"138","Microbiotheria","Microbiotheriidae","Dromiciops","bozinovici","Dromiciops bozinovici"
"139","Microbiotheria","Microbiotheriidae","Dromiciops","gliroides","Dromiciops gliroides"
"140","Notoryctemorphia","Notoryctidae","Notoryctes","caurinus","Notoryctes caurinus"
"141","Notoryctemorphia","Notoryctidae","Notoryctes","typhlops","Notoryctes typhlops"
"142","Dasyuromorphia","Dasyuridae","Dasycercus","blythi","Dasycercus blythi"
"143","Dasyuromorphia","Dasyuridae","Dasycercus","cristicauda","Dasycercus cristicauda"
"144","Dasyuromorphia","Dasyuridae","Dasykaluta","rosamondae","Dasykaluta rosamondae"
"145","Dasyuromorphia","Dasyuridae","Dasyuroides","byrnei","Dasyuroides byrnei"
"146","Dasyuromorphia","Dasyuridae","Dasyurus","albopunctatus","Dasyurus albopunctatus"
"147","Dasyuromorphia","Dasyuridae","Dasyurus","geoffroii","Dasyurus geoffroii"
"148","Dasyuromorphia","Dasyuridae","Dasyurus","hallucatus","Dasyurus hallucatus"
"149","Dasyuromorphia","Dasyuridae","Dasyurus","maculatus","Dasyurus maculatus"
"150","Dasyuromorphia","Dasyuridae","Dasyurus","spartacus","Dasyurus spartacus"
"151","Dasyuromorphia","Dasyuridae","Dasyurus","viverrinus","Dasyurus viverrinus"
"152","Dasyuromorphia","Dasyuridae","Myoictis","leucura","Myoictis leucura"
"153","Dasyuromorphia","Dasyuridae","Myoictis","melas","Myoictis melas"
"154","Dasyuromorphia","Dasyuridae","Myoictis","wallacii","Myoictis wallacii"
"155","Dasyuromorphia","Dasyuridae","Myoictis","wavicus","Myoictis wavicus"
"156","Dasyuromorphia","Dasyuridae","Neophascogale","lorentzii","Neophascogale lorentzii"
"157","Dasyuromorphia","Dasyuridae","Parantechinus","apicalis","Parantechinus apicalis"
"158","Dasyuromorphia","Dasyuridae","Phascolosorex","doriae","Phascolosorex doriae"
"159","Dasyuromorphia","Dasyuridae","Phascolosorex","dorsalis","Phascolosorex dorsalis"
"160","Dasyuromorphia","Dasyuridae","Pseudantechinus","bilarni","Pseudantechinus bilarni"
"161","Dasyuromorphia","Dasyuridae","Pseudantechinus","macdonnellensis","Pseudantechinus macdonnellensis"
"162","Dasyuromorphia","Dasyuridae","Pseudantechinus","mimulus","Pseudantechinus mimulus"
"163","Dasyuromorphia","Dasyuridae","Pseudantechinus","ningbing","Pseudantechinus ningbing"
"164","Dasyuromorphia","Dasyuridae","Pseudantechinus","woolleyae","Pseudantechinus woolleyae"
"165","Dasyuromorphia","Dasyuridae","Sarcophilus","harrisii","Sarcophilus harrisii"
"166","Dasyuromorphia","Dasyuridae","Antechinus","adustus","Antechinus adustus"
"167","Dasyuromorphia","Dasyuridae","Antechinus","agilis","Antechinus agilis"
"168","Dasyuromorphia","Dasyuridae","Antechinus","argentus","Antechinus argentus"
"169","Dasyuromorphia","Dasyuridae","Antechinus","arktos","Antechinus arktos"
"170","Dasyuromorphia","Dasyuridae","Antechinus","bellus","Antechinus bellus"
"171","Dasyuromorphia","Dasyuridae","Antechinus","flavipes","Antechinus flavipes"
"172","Dasyuromorphia","Dasyuridae","Antechinus","godmani","Antechinus godmani"
"173","Dasyuromorphia","Dasyuridae","Antechinus","leo","Antechinus leo"
"174","Dasyuromorphia","Dasyuridae","Antechinus","mimetes","Antechinus mimetes"
"175","Dasyuromorphia","Dasyuridae","Antechinus","minimus","Antechinus minimus"
"176","Dasyuromorphia","Dasyuridae","Antechinus","mysticus","Antechinus mysticus"
"177","Dasyuromorphia","Dasyuridae","Antechinus","stuartii","Antechinus stuartii"
"178","Dasyuromorphia","Dasyuridae","Antechinus","subtropicus","Antechinus subtropicus"
"179","Dasyuromorphia","Dasyuridae","Antechinus","swainsonii","Antechinus swainsonii"
"180","Dasyuromorphia","Dasyuridae","Antechinus","vandycki","Antechinus vandycki"
"181","Dasyuromorphia","Dasyuridae","Murexia","habbema","Murexia habbema"
"182","Dasyuromorphia","Dasyuridae","Murexia","longicaudata","Murexia longicaudata"
"183","Dasyuromorphia","Dasyuridae","Murexia","melanurus","Murexia melanurus"
"184","Dasyuromorphia","Dasyuridae","Murexia","naso","Murexia naso"
"185","Dasyuromorphia","Dasyuridae","Murexia","rothschildi","Murexia rothschildi"
"186","Dasyuromorphia","Dasyuridae","Phascogale","calura","Phascogale calura"
"187","Dasyuromorphia","Dasyuridae","Phascogale","pirata","Phascogale pirata"
"188","Dasyuromorphia","Dasyuridae","Phascogale","tapoatafa","Phascogale tapoatafa"
"189","Dasyuromorphia","Dasyuridae","Planigale","gilesi","Planigale gilesi"
"190","Dasyuromorphia","Dasyuridae","Planigale","ingrami","Planigale ingrami"
"191","Dasyuromorphia","Dasyuridae","Planigale","maculata","Planigale maculata"
"192","Dasyuromorphia","Dasyuridae","Planigale","novaeguineae","Planigale novaeguineae"
"193","Dasyuromorphia","Dasyuridae","Planigale","tenuirostris","Planigale tenuirostris"
"194","Dasyuromorphia","Dasyuridae","Antechinomys","laniger","Antechinomys laniger"
"195","Dasyuromorphia","Dasyuridae","Ningaui","ridei","Ningaui ridei"
"196","Dasyuromorphia","Dasyuridae","Ningaui","timealeyi","Ningaui timealeyi"
"197","Dasyuromorphia","Dasyuridae","Ningaui","yvonneae","Ningaui yvonneae"
"198","Dasyuromorphia","Dasyuridae","Sminthopsis","archeri","Sminthopsis archeri"
"199","Dasyuromorphia","Dasyuridae","Sminthopsis","bindi","Sminthopsis bindi"
"200","Dasyuromorphia","Dasyuridae","Sminthopsis","butleri","Sminthopsis butleri"
"201","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Sminthopsis crassicaudata"
"202","Dasyuromorphia","Dasyuridae","Sminthopsis","dolichura","Sminthopsis dolichura"
"203","Dasyuromorphia","Dasyuridae","Sminthopsis","douglasi","Sminthopsis douglasi"
"204","Dasyuromorphia","Dasyuridae","Sminthopsis","froggatti","Sminthopsis froggatti"
"205","Dasyuromorphia","Dasyuridae","Sminthopsis","fuliginosa","Sminthopsis fuliginosa"
"206","Dasyuromorphia","Dasyuridae","Sminthopsis","gilberti","Sminthopsis gilberti"
"207","Dasyuromorphia","Dasyuridae","Sminthopsis","granulipes","Sminthopsis granulipes"
"208","Dasyuromorphia","Dasyuridae","Sminthopsis","hirtipes","Sminthopsis hirtipes"
"209","Dasyuromorphia","Dasyuridae","Sminthopsis","leucopus","Sminthopsis leucopus"
"210","Dasyuromorphia","Dasyuridae","Sminthopsis","longicaudata","Sminthopsis longicaudata"
"211","Dasyuromorphia","Dasyuridae","Sminthopsis","macroura","Sminthopsis macroura"
"212","Dasyuromorphia","Dasyuridae","Sminthopsis","murina","Sminthopsis murina"
"213","Dasyuromorphia","Dasyuridae","Sminthopsis","ooldea","Sminthopsis ooldea"
"214","Dasyuromorphia","Dasyuridae","Sminthopsis","psammophila","Sminthopsis psammophila"
"215","Dasyuromorphia","Dasyuridae","Sminthopsis","stalkeri","Sminthopsis stalkeri"
"216","Dasyuromorphia","Dasyuridae","Sminthopsis","virginiae","Sminthopsis virginiae"
"217","Dasyuromorphia","Dasyuridae","Sminthopsis","youngsoni","Sminthopsis youngsoni"
"218","Dasyuromorphia","Myrmecobiidae","Myrmecobius","fasciatus","Myrmecobius fasciatus"
"219","Peramelemorphia","Peramelidae","Echymipera","clara","Echymipera clara"
"220","Peramelemorphia","Peramelidae","Echymipera","davidi","Echymipera davidi"
"221","Peramelemorphia","Peramelidae","Echymipera","echinista","Echymipera echinista"
"222","Peramelemorphia","Peramelidae","Echymipera","kalubu","Echymipera kalubu"
"223","Peramelemorphia","Peramelidae","Echymipera","rufescens","Echymipera rufescens"
"224","Peramelemorphia","Peramelidae","Microperoryctes","aplini","Microperoryctes aplini"
"225","Peramelemorphia","Peramelidae","Microperoryctes","longicauda","Microperoryctes longicauda"
"226","Peramelemorphia","Peramelidae","Microperoryctes","murina","Microperoryctes murina"
"227","Peramelemorphia","Peramelidae","Microperoryctes","papuensis","Microperoryctes papuensis"
"228","Peramelemorphia","Peramelidae","Rhynchomeles","prattorum","Rhynchomeles prattorum"
"229","Peramelemorphia","Peramelidae","Isoodon","auratus","Isoodon auratus"
"230","Peramelemorphia","Peramelidae","Isoodon","fusciventer","Isoodon fusciventer"
"231","Peramelemorphia","Peramelidae","Isoodon","macrourus","Isoodon macrourus"
"232","Peramelemorphia","Peramelidae","Isoodon","obesulus","Isoodon obesulus"
"233","Peramelemorphia","Peramelidae","Isoodon","peninsulae","Isoodon peninsulae"
"234","Peramelemorphia","Peramelidae","Perameles","bougainville","Perameles bougainville"
"235","Peramelemorphia","Peramelidae","Perameles","gunnii","Perameles gunnii"
"236","Peramelemorphia","Peramelidae","Perameles","nasuta","Perameles nasuta"
"237","Peramelemorphia","Peramelidae","Perameles","pallescens","Perameles pallescens"
"238","Peramelemorphia","Peramelidae","Peroryctes","broadbenti","Peroryctes broadbenti"
"239","Peramelemorphia","Peramelidae","Peroryctes","raffrayana","Peroryctes raffrayana"
"240","Peramelemorphia","Thylacomyidae","Macrotis","lagotis","Macrotis lagotis"
"241","Diprotodontia","Hypsiprymnodontidae","Hypsiprymnodon","moschatus","Hypsiprymnodon moschatus"
"242","Diprotodontia","Macropodidae","Dendrolagus","bennettianus","Dendrolagus bennettianus"
"243","Diprotodontia","Macropodidae","Dendrolagus","dorianus","Dendrolagus dorianus"
"244","Diprotodontia","Macropodidae","Dendrolagus","goodfellowi","Dendrolagus goodfellowi"
"245","Diprotodontia","Macropodidae","Dendrolagus","inustus","Dendrolagus inustus"
"246","Diprotodontia","Macropodidae","Dendrolagus","lumholtzi","Dendrolagus lumholtzi"
"247","Diprotodontia","Macropodidae","Dendrolagus","matschiei","Dendrolagus matschiei"
"248","Diprotodontia","Macropodidae","Dendrolagus","mayri","Dendrolagus mayri"
"249","Diprotodontia","Macropodidae","Dendrolagus","mbaiso","Dendrolagus mbaiso"
"250","Diprotodontia","Macropodidae","Dendrolagus","notatus","Dendrolagus notatus"
"251","Diprotodontia","Macropodidae","Dendrolagus","pulcherrimus","Dendrolagus pulcherrimus"
"252","Diprotodontia","Macropodidae","Dendrolagus","scottae","Dendrolagus scottae"
"253","Diprotodontia","Macropodidae","Dendrolagus","spadix","Dendrolagus spadix"
"254","Diprotodontia","Macropodidae","Dendrolagus","stellarum","Dendrolagus stellarum"
"255","Diprotodontia","Macropodidae","Dendrolagus","ursinus","Dendrolagus ursinus"
"256","Diprotodontia","Macropodidae","Dorcopsis","atrata","Dorcopsis atrata"
"257","Diprotodontia","Macropodidae","Dorcopsis","hageni","Dorcopsis hageni"
"258","Diprotodontia","Macropodidae","Dorcopsis","luctuosa","Dorcopsis luctuosa"
"259","Diprotodontia","Macropodidae","Dorcopsis","muelleri","Dorcopsis muelleri"
"260","Diprotodontia","Macropodidae","Dorcopsulus","macleayi","Dorcopsulus macleayi"
"261","Diprotodontia","Macropodidae","Dorcopsulus","vanheurni","Dorcopsulus vanheurni"
"262","Diprotodontia","Macropodidae","Petrogale","assimilis","Petrogale assimilis"
"263","Diprotodontia","Macropodidae","Petrogale","brachyotis","Petrogale brachyotis"
"264","Diprotodontia","Macropodidae","Petrogale","burbidgei","Petrogale burbidgei"
"265","Diprotodontia","Macropodidae","Petrogale","coenensis","Petrogale coenensis"
"266","Diprotodontia","Macropodidae","Petrogale","concinna","Petrogale concinna"
"267","Diprotodontia","Macropodidae","Petrogale","godmani","Petrogale godmani"
"268","Diprotodontia","Macropodidae","Petrogale","herberti","Petrogale herberti"
"269","Diprotodontia","Macropodidae","Petrogale","inornata","Petrogale inornata"
"270","Diprotodontia","Macropodidae","Petrogale","lateralis","Petrogale lateralis"
"271","Diprotodontia","Macropodidae","Petrogale","mareeba","Petrogale mareeba"
"272","Diprotodontia","Macropodidae","Petrogale","penicillata","Petrogale penicillata"
"273","Diprotodontia","Macropodidae","Petrogale","persephone","Petrogale persephone"
"274","Diprotodontia","Macropodidae","Petrogale","purpureicollis","Petrogale purpureicollis"
"275","Diprotodontia","Macropodidae","Petrogale","rothschildi","Petrogale rothschildi"
"276","Diprotodontia","Macropodidae","Petrogale","sharmani","Petrogale sharmani"
"277","Diprotodontia","Macropodidae","Petrogale","wilkinsi","Petrogale wilkinsi"
"278","Diprotodontia","Macropodidae","Petrogale","xanthopus","Petrogale xanthopus"
"279","Diprotodontia","Macropodidae","Thylogale","billardierii","Thylogale billardierii"
"280","Diprotodontia","Macropodidae","Thylogale","browni","Thylogale browni"
"281","Diprotodontia","Macropodidae","Thylogale","brunii","Thylogale brunii"
"282","Diprotodontia","Macropodidae","Thylogale","calabyi","Thylogale calabyi"
"283","Diprotodontia","Macropodidae","Thylogale","stigmatica","Thylogale stigmatica"
"284","Diprotodontia","Macropodidae","Thylogale","thetis","Thylogale thetis"
"285","Diprotodontia","Macropodidae","Lagorchestes","conspicillatus","Lagorchestes conspicillatus"
"286","Diprotodontia","Macropodidae","Lagorchestes","hirsutus","Lagorchestes hirsutus"
"287","Diprotodontia","Macropodidae","Macropus","fuliginosus","Macropus fuliginosus"
"288","Diprotodontia","Macropodidae","Macropus","giganteus","Macropus giganteus"
"289","Diprotodontia","Macropodidae","Notamacropus","agilis","Notamacropus agilis"
"290","Diprotodontia","Macropodidae","Notamacropus","dorsalis","Notamacropus dorsalis"
"291","Diprotodontia","Macropodidae","Notamacropus","eugenii","Notamacropus eugenii"
"292","Diprotodontia","Macropodidae","Notamacropus","irma","Notamacropus irma"
"293","Diprotodontia","Macropodidae","Notamacropus","parma","Notamacropus parma"
"294","Diprotodontia","Macropodidae","Notamacropus","parryi","Notamacropus parryi"
"295","Diprotodontia","Macropodidae","Notamacropus","rufogriseus","Notamacropus rufogriseus"
"296","Diprotodontia","Macropodidae","Onychogalea","frenata","Onychogalea frenata"
"297","Diprotodontia","Macropodidae","Onychogalea","unguifera","Onychogalea unguifera"
"298","Diprotodontia","Macropodidae","Osphranter","antilopinus","Osphranter antilopinus"
"299","Diprotodontia","Macropodidae","Osphranter","bernardus","Osphranter bernardus"
"300","Diprotodontia","Macropodidae","Osphranter","robustus","Osphranter robustus"
"301","Diprotodontia","Macropodidae","Osphranter","rufus","Osphranter rufus"
"302","Diprotodontia","Macropodidae","Setonix","brachyurus","Setonix brachyurus"
"303","Diprotodontia","Macropodidae","Wallabia","bicolor","Wallabia bicolor"
"304","Diprotodontia","Macropodidae","Lagostrophus","fasciatus","Lagostrophus fasciatus"
"305","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Aepyprymnus rufescens"
"306","Diprotodontia","Potoroidae","Bettongia","gaimardi","Bettongia gaimardi"
"307","Diprotodontia","Potoroidae","Bettongia","lesueur","Bettongia lesueur"
"308","Diprotodontia","Potoroidae","Bettongia","penicillata","Bettongia penicillata"
"309","Diprotodontia","Potoroidae","Bettongia","tropica","Bettongia tropica"
"310","Diprotodontia","Potoroidae","Potorous","gilbertii","Potorous gilbertii"
"311","Diprotodontia","Potoroidae","Potorous","longipes","Potorous longipes"
"312","Diprotodontia","Potoroidae","Potorous","tridactylus","Potorous tridactylus"
"313","Diprotodontia","Acrobatidae","Acrobates","frontalis","Acrobates frontalis"
"314","Diprotodontia","Acrobatidae","Acrobates","pygmaeus","Acrobates pygmaeus"
"315","Diprotodontia","Acrobatidae","Distoechurus","pennatus","Distoechurus pennatus"
"316","Diprotodontia","Petauridae","Dactylopsila","kambuayai","Dactylopsila kambuayai"
"317","Diprotodontia","Petauridae","Dactylopsila","megalura","Dactylopsila megalura"
"318","Diprotodontia","Petauridae","Dactylopsila","palpator","Dactylopsila palpator"
"319","Diprotodontia","Petauridae","Dactylopsila","tatei","Dactylopsila tatei"
"320","Diprotodontia","Petauridae","Dactylopsila","trivirgata","Dactylopsila trivirgata"
"321","Diprotodontia","Petauridae","Gymnobelideus","leadbeateri","Gymnobelideus leadbeateri"
"322","Diprotodontia","Petauridae","Petaurus","abidi","Petaurus abidi"
"323","Diprotodontia","Petauridae","Petaurus","ariel","Petaurus ariel"
"324","Diprotodontia","Petauridae","Petaurus","australis","Petaurus australis"
"325","Diprotodontia","Petauridae","Petaurus","biacensis","Petaurus biacensis"
"326","Diprotodontia","Petauridae","Petaurus","breviceps","Petaurus breviceps"
"327","Diprotodontia","Petauridae","Petaurus","gracilis","Petaurus gracilis"
