"","Order","Family","Genus","Species","MDD_SciName"
"58","Didelphimorphia","Didelphidae","Marmosa","waterhousii","Marmosa waterhousii"
"59","Didelphimorphia","Didelphidae","Marmosa","xerophila","Marmosa xerophila"
"60","Didelphimorphia","Didelphidae","Marmosa","zeledoni","Marmosa zeledoni"
"61","Didelphimorphia","Didelphidae","Monodelphis","adusta","Monodelphis adusta"
"62","Didelphimorphia","Didelphidae","Monodelphis","americana","Monodelphis americana"
"63","Didelphimorphia","Didelphidae","Monodelphis","arlindoi","Monodelphis arlindoi"
"64","Didelphimorphia","Didelphidae","Monodelphis","brevicaudata","Monodelphis brevicaudata"
"65","Didelphimorphia","Didelphidae","Monodelphis","dimidiata","Monodelphis dimidiata"
"66","Didelphimorphia","Didelphidae","Monodelphis","domestica","Monodelphis domestica"
"67","Didelphimorphia","Didelphidae","Monodelphis","emiliae","Monodelphis emiliae"
"68","Didelphimorphia","Didelphidae","Monodelphis","gardneri","Monodelphis gardneri"
"69","Didelphimorphia","Didelphidae","Monodelphis","glirina","Monodelphis glirina"
"70","Didelphimorphia","Didelphidae","Monodelphis","handleyi","Monodelphis handleyi"
"71","Didelphimorphia","Didelphidae","Monodelphis","iheringi","Monodelphis iheringi"
"72","Didelphimorphia","Didelphidae","Monodelphis","kunsi","Monodelphis kunsi"
"73","Didelphimorphia","Didelphidae","Monodelphis","osgoodi","Monodelphis osgoodi"
"74","Didelphimorphia","Didelphidae","Monodelphis","palliolata","Monodelphis palliolata"
"75","Didelphimorphia","Didelphidae","Monodelphis","peruviana","Monodelphis peruviana"
"76","Didelphimorphia","Didelphidae","Monodelphis","pinocchio","Monodelphis pinocchio"
"77","Didelphimorphia","Didelphidae","Monodelphis","reigi","Monodelphis reigi"
"78","Didelphimorphia","Didelphidae","Monodelphis","ronaldi","Monodelphis ronaldi"
"79","Didelphimorphia","Didelphidae","Monodelphis","saci","Monodelphis saci"
"80","Didelphimorphia","Didelphidae","Monodelphis","sanctaerosae","Monodelphis sanctaerosae"
"81","Didelphimorphia","Didelphidae","Monodelphis","scalops","Monodelphis scalops"
"82","Didelphimorphia","Didelphidae","Monodelphis","touan","Monodelphis touan"
"83","Didelphimorphia","Didelphidae","Monodelphis","unistriata","Monodelphis unistriata"
"84","Didelphimorphia","Didelphidae","Monodelphis","vossi","Monodelphis vossi"
"85","Didelphimorphia","Didelphidae","Tlacuatzin","balsasensis","Tlacuatzin balsasensis"
"86","Didelphimorphia","Didelphidae","Tlacuatzin","canescens","Tlacuatzin canescens"
"87","Didelphimorphia","Didelphidae","Tlacuatzin","gaumeri","Tlacuatzin gaumeri"
"88","Didelphimorphia","Didelphidae","Tlacuatzin","insularis","Tlacuatzin insularis"
"89","Didelphimorphia","Didelphidae","Tlacuatzin","sinaloae","Tlacuatzin sinaloae"
"90","Didelphimorphia","Didelphidae","Metachirus","myosuros","Metachirus myosuros"
"91","Didelphimorphia","Didelphidae","Metachirus","nudicaudatus","Metachirus nudicaudatus"
"92","Didelphimorphia","Didelphidae","Chacodelphys","formosa","Chacodelphys formosa"
"93","Didelphimorphia","Didelphidae","Cryptonanus","agricolai","Cryptonanus agricolai"
"94","Didelphimorphia","Didelphidae","Cryptonanus","chacoensis","Cryptonanus chacoensis"
"95","Didelphimorphia","Didelphidae","Cryptonanus","guahybae","Cryptonanus guahybae"
"96","Didelphimorphia","Didelphidae","Cryptonanus","unduaviensis","Cryptonanus unduaviensis"
"97","Didelphimorphia","Didelphidae","Gracilinanus","aceramarcae","Gracilinanus aceramarcae"
"98","Didelphimorphia","Didelphidae","Gracilinanus","agilis","Gracilinanus agilis"
"99","Didelphimorphia","Didelphidae","Gracilinanus","dryas","Gracilinanus dryas"
"100","Didelphimorphia","Didelphidae","Gracilinanus","emiliae","Gracilinanus emiliae"
"101","Didelphimorphia","Didelphidae","Gracilinanus","marica","Gracilinanus marica"
"102","Didelphimorphia","Didelphidae","Gracilinanus","microtarsus","Gracilinanus microtarsus"
"103","Didelphimorphia","Didelphidae","Gracilinanus","peruanus","Gracilinanus peruanus"
"104","Didelphimorphia","Didelphidae","Lestodelphys","halli","Lestodelphys halli"
"105","Didelphimorphia","Didelphidae","Marmosops","bishopi","Marmosops bishopi"
"106","Didelphimorphia","Didelphidae","Marmosops","carri","Marmosops carri"
"107","Didelphimorphia","Didelphidae","Marmosops","caucae","Marmosops caucae"
"108","Didelphimorphia","Didelphidae","Marmosops","chucha","Marmosops chucha"
"109","Didelphimorphia","Didelphidae","Marmosops","creightoni","Marmosops creightoni"
"110","Didelphimorphia","Didelphidae","Marmosops","fuscatus","Marmosops fuscatus"
"111","Didelphimorphia","Didelphidae","Marmosops","handleyi","Marmosops handleyi"
"112","Didelphimorphia","Didelphidae","Marmosops","incanus","Marmosops incanus"
"113","Didelphimorphia","Didelphidae","Marmosops","invictus","Marmosops invictus"
"114","Didelphimorphia","Didelphidae","Marmosops","juninensis","Marmosops juninensis"
"115","Didelphimorphia","Didelphidae","Marmosops","magdalenae","Marmosops magdalenae"
"116","Didelphimorphia","Didelphidae","Marmosops","marina","Marmosops marina"
"117","Didelphimorphia","Didelphidae","Marmosops","noctivagus","Marmosops noctivagus"
"118","Didelphimorphia","Didelphidae","Marmosops","ocellatus","Marmosops ocellatus"
"119","Didelphimorphia","Didelphidae","Marmosops","ojastii","Marmosops ojastii"
"120","Didelphimorphia","Didelphidae","Marmosops","pakaraimae","Marmosops pakaraimae"
"121","Didelphimorphia","Didelphidae","Marmosops","parvidens","Marmosops parvidens"
"122","Didelphimorphia","Didelphidae","Marmosops","paulensis","Marmosops paulensis"
"123","Didelphimorphia","Didelphidae","Marmosops","pinheiroi","Marmosops pinheiroi"
"124","Didelphimorphia","Didelphidae","Marmosops","soinii","Marmosops soinii"
"125","Didelphimorphia","Didelphidae","Marmosops","woodalli","Marmosops woodalli"
"126","Didelphimorphia","Didelphidae","Thylamys","citellus","Thylamys citellus"
"127","Didelphimorphia","Didelphidae","Thylamys","elegans","Thylamys elegans"
"128","Didelphimorphia","Didelphidae","Thylamys","karimii","Thylamys karimii"
"129","Didelphimorphia","Didelphidae","Thylamys","macrurus","Thylamys macrurus"
"130","Didelphimorphia","Didelphidae","Thylamys","pallidior","Thylamys pallidior"
"131","Didelphimorphia","Didelphidae","Thylamys","pulchellus","Thylamys pulchellus"
"132","Didelphimorphia","Didelphidae","Thylamys","pusillus","Thylamys pusillus"
"133","Didelphimorphia","Didelphidae","Thylamys","sponsorius","Thylamys sponsorius"
"134","Didelphimorphia","Didelphidae","Thylamys","tatei","Thylamys tatei"
"135","Didelphimorphia","Didelphidae","Thylamys","velutinus","Thylamys velutinus"
"136","Didelphimorphia","Didelphidae","Thylamys","venustus","Thylamys venustus"
"137","Didelphimorphia","Didelphidae","Glironia","venusta","Glironia venusta"
"138","Didelphimorphia","Didelphidae","Hyladelphys","kalinowskii","Hyladelphys kalinowskii"
"139","Microbiotheria","Microbiotheriidae","Dromiciops","bozinovici","Dromiciops bozinovici"
"140","Microbiotheria","Microbiotheriidae","Dromiciops","gliroides","Dromiciops gliroides"
"141","Microbiotheria","Microbiotheriidae","Dromiciops","mondaca","Dromiciops mondaca"
"142","Notoryctemorphia","Notoryctidae","Notoryctes","caurinus","Notoryctes caurinus"
"143","Notoryctemorphia","Notoryctidae","Notoryctes","typhlops","Notoryctes typhlops"
"144","Dasyuromorphia","Dasyuridae","Dasycercus","blythi","Dasycercus blythi"
"145","Dasyuromorphia","Dasyuridae","Dasycercus","cristicauda","Dasycercus cristicauda"
"146","Dasyuromorphia","Dasyuridae","Dasykaluta","rosamondae","Dasykaluta rosamondae"
"147","Dasyuromorphia","Dasyuridae","Dasyuroides","byrnei","Dasyuroides byrnei"
"148","Dasyuromorphia","Dasyuridae","Dasyurus","albopunctatus","Dasyurus albopunctatus"
"149","Dasyuromorphia","Dasyuridae","Dasyurus","geoffroii","Dasyurus geoffroii"
"150","Dasyuromorphia","Dasyuridae","Dasyurus","hallucatus","Dasyurus hallucatus"
"151","Dasyuromorphia","Dasyuridae","Dasyurus","maculatus","Dasyurus maculatus"
"152","Dasyuromorphia","Dasyuridae","Dasyurus","spartacus","Dasyurus spartacus"
"153","Dasyuromorphia","Dasyuridae","Dasyurus","viverrinus","Dasyurus viverrinus"
"154","Dasyuromorphia","Dasyuridae","Myoictis","leucura","Myoictis leucura"
"155","Dasyuromorphia","Dasyuridae","Myoictis","melas","Myoictis melas"
"156","Dasyuromorphia","Dasyuridae","Myoictis","wallacii","Myoictis wallacii"
"157","Dasyuromorphia","Dasyuridae","Myoictis","wavicus","Myoictis wavicus"
"158","Dasyuromorphia","Dasyuridae","Neophascogale","lorentzii","Neophascogale lorentzii"
"159","Dasyuromorphia","Dasyuridae","Parantechinus","apicalis","Parantechinus apicalis"
"160","Dasyuromorphia","Dasyuridae","Phascolosorex","doriae","Phascolosorex doriae"
"161","Dasyuromorphia","Dasyuridae","Phascolosorex","dorsalis","Phascolosorex dorsalis"
"162","Dasyuromorphia","Dasyuridae","Pseudantechinus","bilarni","Pseudantechinus bilarni"
"163","Dasyuromorphia","Dasyuridae","Pseudantechinus","macdonnellensis","Pseudantechinus macdonnellensis"
"164","Dasyuromorphia","Dasyuridae","Pseudantechinus","mimulus","Pseudantechinus mimulus"
"165","Dasyuromorphia","Dasyuridae","Pseudantechinus","ningbing","Pseudantechinus ningbing"
"166","Dasyuromorphia","Dasyuridae","Pseudantechinus","woolleyae","Pseudantechinus woolleyae"
"167","Dasyuromorphia","Dasyuridae","Sarcophilus","harrisii","Sarcophilus harrisii"
"168","Dasyuromorphia","Dasyuridae","Antechinus","adustus","Antechinus adustus"
"169","Dasyuromorphia","Dasyuridae","Antechinus","agilis","Antechinus agilis"
"170","Dasyuromorphia","Dasyuridae","Antechinus","argentus","Antechinus argentus"
"171","Dasyuromorphia","Dasyuridae","Antechinus","arktos","Antechinus arktos"
"172","Dasyuromorphia","Dasyuridae","Antechinus","bellus","Antechinus bellus"
"173","Dasyuromorphia","Dasyuridae","Antechinus","flavipes","Antechinus flavipes"
"174","Dasyuromorphia","Dasyuridae","Antechinus","godmani","Antechinus godmani"
"175","Dasyuromorphia","Dasyuridae","Antechinus","leo","Antechinus leo"
"176","Dasyuromorphia","Dasyuridae","Antechinus","mimetes","Antechinus mimetes"
"177","Dasyuromorphia","Dasyuridae","Antechinus","minimus","Antechinus minimus"
"178","Dasyuromorphia","Dasyuridae","Antechinus","mysticus","Antechinus mysticus"
"179","Dasyuromorphia","Dasyuridae","Antechinus","stuartii","Antechinus stuartii"
"180","Dasyuromorphia","Dasyuridae","Antechinus","subtropicus","Antechinus subtropicus"
"181","Dasyuromorphia","Dasyuridae","Antechinus","swainsonii","Antechinus swainsonii"
"182","Dasyuromorphia","Dasyuridae","Antechinus","vandycki","Antechinus vandycki"
"183","Dasyuromorphia","Dasyuridae","Murexia","habbema","Murexia habbema"
"184","Dasyuromorphia","Dasyuridae","Murexia","longicaudata","Murexia longicaudata"
"185","Dasyuromorphia","Dasyuridae","Murexia","melanurus","Murexia melanurus"
"186","Dasyuromorphia","Dasyuridae","Murexia","naso","Murexia naso"
"187","Dasyuromorphia","Dasyuridae","Murexia","rothschildi","Murexia rothschildi"
"188","Dasyuromorphia","Dasyuridae","Phascogale","calura","Phascogale calura"
"189","Dasyuromorphia","Dasyuridae","Phascogale","pirata","Phascogale pirata"
"190","Dasyuromorphia","Dasyuridae","Phascogale","tapoatafa","Phascogale tapoatafa"
"191","Dasyuromorphia","Dasyuridae","Planigale","gilesi","Planigale gilesi"
"192","Dasyuromorphia","Dasyuridae","Planigale","ingrami","Planigale ingrami"
"193","Dasyuromorphia","Dasyuridae","Planigale","maculata","Planigale maculata"
"194","Dasyuromorphia","Dasyuridae","Planigale","novaeguineae","Planigale novaeguineae"
"195","Dasyuromorphia","Dasyuridae","Planigale","tenuirostris","Planigale tenuirostris"
"196","Dasyuromorphia","Dasyuridae","Antechinomys","laniger","Antechinomys laniger"
"197","Dasyuromorphia","Dasyuridae","Ningaui","ridei","Ningaui ridei"
"198","Dasyuromorphia","Dasyuridae","Ningaui","timealeyi","Ningaui timealeyi"
"199","Dasyuromorphia","Dasyuridae","Ningaui","yvonneae","Ningaui yvonneae"
"200","Dasyuromorphia","Dasyuridae","Sminthopsis","archeri","Sminthopsis archeri"
"201","Dasyuromorphia","Dasyuridae","Sminthopsis","bindi","Sminthopsis bindi"
"202","Dasyuromorphia","Dasyuridae","Sminthopsis","butleri","Sminthopsis butleri"
"203","Dasyuromorphia","Dasyuridae","Sminthopsis","crassicaudata","Sminthopsis crassicaudata"
"204","Dasyuromorphia","Dasyuridae","Sminthopsis","dolichura","Sminthopsis dolichura"
"205","Dasyuromorphia","Dasyuridae","Sminthopsis","douglasi","Sminthopsis douglasi"
"206","Dasyuromorphia","Dasyuridae","Sminthopsis","froggatti","Sminthopsis froggatti"
"207","Dasyuromorphia","Dasyuridae","Sminthopsis","fuliginosus","Sminthopsis fuliginosus"
"208","Dasyuromorphia","Dasyuridae","Sminthopsis","gilberti","Sminthopsis gilberti"
"209","Dasyuromorphia","Dasyuridae","Sminthopsis","granulipes","Sminthopsis granulipes"
"210","Dasyuromorphia","Dasyuridae","Sminthopsis","hirtipes","Sminthopsis hirtipes"
"211","Dasyuromorphia","Dasyuridae","Sminthopsis","leucopus","Sminthopsis leucopus"
"212","Dasyuromorphia","Dasyuridae","Sminthopsis","longicaudata","Sminthopsis longicaudata"
"213","Dasyuromorphia","Dasyuridae","Sminthopsis","macroura","Sminthopsis macroura"
"214","Dasyuromorphia","Dasyuridae","Sminthopsis","murina","Sminthopsis murina"
"215","Dasyuromorphia","Dasyuridae","Sminthopsis","ooldea","Sminthopsis ooldea"
"216","Dasyuromorphia","Dasyuridae","Sminthopsis","psammophila","Sminthopsis psammophila"
"217","Dasyuromorphia","Dasyuridae","Sminthopsis","stalkeri","Sminthopsis stalkeri"
"218","Dasyuromorphia","Dasyuridae","Sminthopsis","virginiae","Sminthopsis virginiae"
"219","Dasyuromorphia","Dasyuridae","Sminthopsis","youngsoni","Sminthopsis youngsoni"
"220","Dasyuromorphia","Myrmecobiidae","Myrmecobius","fasciatus","Myrmecobius fasciatus"
"221","Peramelemorphia","Peramelidae","Echymipera","clara","Echymipera clara"
"222","Peramelemorphia","Peramelidae","Echymipera","davidi","Echymipera davidi"
"223","Peramelemorphia","Peramelidae","Echymipera","echinista","Echymipera echinista"
"224","Peramelemorphia","Peramelidae","Echymipera","kalubu","Echymipera kalubu"
"225","Peramelemorphia","Peramelidae","Echymipera","rufescens","Echymipera rufescens"
"226","Peramelemorphia","Peramelidae","Microperoryctes","aplini","Microperoryctes aplini"
"227","Peramelemorphia","Peramelidae","Microperoryctes","longicauda","Microperoryctes longicauda"
"228","Peramelemorphia","Peramelidae","Microperoryctes","murina","Microperoryctes murina"
"229","Peramelemorphia","Peramelidae","Microperoryctes","papuensis","Microperoryctes papuensis"
"230","Peramelemorphia","Peramelidae","Rhynchomeles","prattorum","Rhynchomeles prattorum"
"231","Peramelemorphia","Peramelidae","Isoodon","auratus","Isoodon auratus"
"232","Peramelemorphia","Peramelidae","Isoodon","fusciventer","Isoodon fusciventer"
"233","Peramelemorphia","Peramelidae","Isoodon","macrourus","Isoodon macrourus"
"234","Peramelemorphia","Peramelidae","Isoodon","obesulus","Isoodon obesulus"
"235","Peramelemorphia","Peramelidae","Isoodon","peninsulae","Isoodon peninsulae"
"236","Peramelemorphia","Peramelidae","Perameles","bougainville","Perameles bougainville"
"237","Peramelemorphia","Peramelidae","Perameles","gunnii","Perameles gunnii"
"238","Peramelemorphia","Peramelidae","Perameles","nasuta","Perameles nasuta"
"239","Peramelemorphia","Peramelidae","Perameles","pallescens","Perameles pallescens"
"240","Peramelemorphia","Peramelidae","Peroryctes","broadbenti","Peroryctes broadbenti"
"241","Peramelemorphia","Peramelidae","Peroryctes","raffrayana","Peroryctes raffrayana"
"242","Peramelemorphia","Thylacomyidae","Macrotis","lagotis","Macrotis lagotis"
"243","Diprotodontia","Hypsiprymnodontidae","Hypsiprymnodon","moschatus","Hypsiprymnodon moschatus"
"244","Diprotodontia","Macropodidae","Dendrolagus","bennettianus","Dendrolagus bennettianus"
"245","Diprotodontia","Macropodidae","Dendrolagus","dorianus","Dendrolagus dorianus"
"246","Diprotodontia","Macropodidae","Dendrolagus","goodfellowi","Dendrolagus goodfellowi"
"247","Diprotodontia","Macropodidae","Dendrolagus","inustus","Dendrolagus inustus"
"248","Diprotodontia","Macropodidae","Dendrolagus","lumholtzi","Dendrolagus lumholtzi"
"249","Diprotodontia","Macropodidae","Dendrolagus","matschiei","Dendrolagus matschiei"
"250","Diprotodontia","Macropodidae","Dendrolagus","mayri","Dendrolagus mayri"
"251","Diprotodontia","Macropodidae","Dendrolagus","mbaiso","Dendrolagus mbaiso"
"252","Diprotodontia","Macropodidae","Dendrolagus","notatus","Dendrolagus notatus"
"253","Diprotodontia","Macropodidae","Dendrolagus","pulcherrimus","Dendrolagus pulcherrimus"
"254","Diprotodontia","Macropodidae","Dendrolagus","scottae","Dendrolagus scottae"
"255","Diprotodontia","Macropodidae","Dendrolagus","spadix","Dendrolagus spadix"
"256","Diprotodontia","Macropodidae","Dendrolagus","stellarum","Dendrolagus stellarum"
"257","Diprotodontia","Macropodidae","Dendrolagus","ursinus","Dendrolagus ursinus"
"258","Diprotodontia","Macropodidae","Dorcopsis","atrata","Dorcopsis atrata"
"259","Diprotodontia","Macropodidae","Dorcopsis","hageni","Dorcopsis hageni"
"260","Diprotodontia","Macropodidae","Dorcopsis","luctuosa","Dorcopsis luctuosa"
"261","Diprotodontia","Macropodidae","Dorcopsis","muelleri","Dorcopsis muelleri"
"262","Diprotodontia","Macropodidae","Dorcopsulus","macleayi","Dorcopsulus macleayi"
"263","Diprotodontia","Macropodidae","Dorcopsulus","vanheurni","Dorcopsulus vanheurni"
"264","Diprotodontia","Macropodidae","Petrogale","assimilis","Petrogale assimilis"
"265","Diprotodontia","Macropodidae","Petrogale","brachyotis","Petrogale brachyotis"
"266","Diprotodontia","Macropodidae","Petrogale","burbidgei","Petrogale burbidgei"
"267","Diprotodontia","Macropodidae","Petrogale","coenensis","Petrogale coenensis"
"268","Diprotodontia","Macropodidae","Petrogale","concinna","Petrogale concinna"
"269","Diprotodontia","Macropodidae","Petrogale","godmani","Petrogale godmani"
"270","Diprotodontia","Macropodidae","Petrogale","herberti","Petrogale herberti"
"271","Diprotodontia","Macropodidae","Petrogale","inornata","Petrogale inornata"
"272","Diprotodontia","Macropodidae","Petrogale","lateralis","Petrogale lateralis"
"273","Diprotodontia","Macropodidae","Petrogale","mareeba","Petrogale mareeba"
"274","Diprotodontia","Macropodidae","Petrogale","penicillata","Petrogale penicillata"
"275","Diprotodontia","Macropodidae","Petrogale","persephone","Petrogale persephone"
"276","Diprotodontia","Macropodidae","Petrogale","purpureicollis","Petrogale purpureicollis"
"277","Diprotodontia","Macropodidae","Petrogale","rothschildi","Petrogale rothschildi"
"278","Diprotodontia","Macropodidae","Petrogale","sharmani","Petrogale sharmani"
"279","Diprotodontia","Macropodidae","Petrogale","wilkinsi","Petrogale wilkinsi"
"280","Diprotodontia","Macropodidae","Petrogale","xanthopus","Petrogale xanthopus"
"281","Diprotodontia","Macropodidae","Thylogale","billardierii","Thylogale billardierii"
"282","Diprotodontia","Macropodidae","Thylogale","browni","Thylogale browni"
"283","Diprotodontia","Macropodidae","Thylogale","brunii","Thylogale brunii"
"284","Diprotodontia","Macropodidae","Thylogale","calabyi","Thylogale calabyi"
"285","Diprotodontia","Macropodidae","Thylogale","stigmatica","Thylogale stigmatica"
"286","Diprotodontia","Macropodidae","Thylogale","thetis","Thylogale thetis"
"287","Diprotodontia","Macropodidae","Lagorchestes","conspicillatus","Lagorchestes conspicillatus"
"288","Diprotodontia","Macropodidae","Lagorchestes","hirsutus","Lagorchestes hirsutus"
"289","Diprotodontia","Macropodidae","Macropus","fuliginosus","Macropus fuliginosus"
"290","Diprotodontia","Macropodidae","Macropus","giganteus","Macropus giganteus"
"291","Diprotodontia","Macropodidae","Notamacropus","agilis","Notamacropus agilis"
"292","Diprotodontia","Macropodidae","Notamacropus","dorsalis","Notamacropus dorsalis"
"293","Diprotodontia","Macropodidae","Notamacropus","eugenii","Notamacropus eugenii"
"294","Diprotodontia","Macropodidae","Notamacropus","irma","Notamacropus irma"
"295","Diprotodontia","Macropodidae","Notamacropus","parma","Notamacropus parma"
"296","Diprotodontia","Macropodidae","Notamacropus","parryi","Notamacropus parryi"
"297","Diprotodontia","Macropodidae","Notamacropus","rufogriseus","Notamacropus rufogriseus"
"298","Diprotodontia","Macropodidae","Onychogalea","frenata","Onychogalea frenata"
"299","Diprotodontia","Macropodidae","Onychogalea","unguifera","Onychogalea unguifera"
"300","Diprotodontia","Macropodidae","Osphranter","antilopinus","Osphranter antilopinus"
"301","Diprotodontia","Macropodidae","Osphranter","bernardus","Osphranter bernardus"
"302","Diprotodontia","Macropodidae","Osphranter","robustus","Osphranter robustus"
"303","Diprotodontia","Macropodidae","Osphranter","rufus","Osphranter rufus"
"304","Diprotodontia","Macropodidae","Setonix","brachyurus","Setonix brachyurus"
"305","Diprotodontia","Macropodidae","Wallabia","bicolor","Wallabia bicolor"
"306","Diprotodontia","Macropodidae","Lagostrophus","fasciatus","Lagostrophus fasciatus"
"307","Diprotodontia","Potoroidae","Aepyprymnus","rufescens","Aepyprymnus rufescens"
"308","Diprotodontia","Potoroidae","Bettongia","gaimardi","Bettongia gaimardi"
"309","Diprotodontia","Potoroidae","Bettongia","lesueur","Bettongia lesueur"
"310","Diprotodontia","Potoroidae","Bettongia","penicillata","Bettongia penicillata"
"311","Diprotodontia","Potoroidae","Bettongia","tropica","Bettongia tropica"
"312","Diprotodontia","Potoroidae","Potorous","gilbertii","Potorous gilbertii"
"313","Diprotodontia","Potoroidae","Potorous","longipes","Potorous longipes"
"314","Diprotodontia","Potoroidae","Potorous","tridactylus","Potorous tridactylus"
"315","Diprotodontia","Acrobatidae","Acrobates","frontalis","Acrobates frontalis"
"316","Diprotodontia","Acrobatidae","Acrobates","pygmaeus","Acrobates pygmaeus"
"317","Diprotodontia","Acrobatidae","Distoechurus","pennatus","Distoechurus pennatus"
"318","Diprotodontia","Petauridae","Dactylopsila","kambuayai","Dactylopsila kambuayai"
"319","Diprotodontia","Petauridae","Dactylopsila","megalura","Dactylopsila megalura"
"320","Diprotodontia","Petauridae","Dactylopsila","palpator","Dactylopsila palpator"
"321","Diprotodontia","Petauridae","Dactylopsila","tatei","Dactylopsila tatei"
"322","Diprotodontia","Petauridae","Dactylopsila","trivirgata","Dactylopsila trivirgata"
"323","Diprotodontia","Petauridae","Gymnobelideus","leadbeateri","Gymnobelideus leadbeateri"
"324","Diprotodontia","Petauridae","Petaurus","abidi","Petaurus abidi"
"325","Diprotodontia","Petauridae","Petaurus","ariel","Petaurus ariel"
"326","Diprotodontia","Petauridae","Petaurus","australis","Petaurus australis"
"327","Diprotodontia","Petauridae","Petaurus","biacensis","Petaurus biacensis"
